NAME,CODE,HIERARCHY,IS_GROUP,CHILDREN,LEVEL_NAME,PROBLEM,PARENT,LEVEL_NUMBER,OFFICIAL_LEVEL_NAME,COLUMN_PROBLEM
Piedmont,ITPIE,ALL#WORLD#EUR#ITA#ITNW,False,,STATE,UniquenessConstraint - duplicate,ITA,2.0,PROVINCE,NAME
Poitou-Charentes,FRI3,ALL#WORLD#EUR#FRA#FRI,False,,REGION,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Poitou-Charentes,POITO,ALL#WORLD#EUR#FRA#WESTF,False,,STATE,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Upper Normandy,FRD2,ALL#WORLD#EUR#FRA#FRD,False,,REGION,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Upper Normandy,UPPER,ALL#WORLD#EUR#FRA#PARIS,False,,STATE,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Franche-Comté,FRC2,ALL#WORLD#EUR#FRA#FRC,False,,REGION,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Franche-Comté,FRANC,ALL#WORLD#EUR#FRA#EASTF,False,,STATE,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Bragança Paulista,BRAGA,ALL#WORLD#SOAME#BRA#BRANE#SAOPO,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Braganca Paulista,BRAGANCA_PAULISTA,ALL#WORLD#SOAME#BRA#BRANE#SAOPO,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Martinique,FRY2,ALL#WORLD#EUR#FRA#FRY,False,,REGION,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Martinique,MTQ,ALL#WORLD#EUR#FRA#OVERS,False,,STATE,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Calabria,ITF6,ALL#WORLD#EUR#ITA#ITF,False,,REGION,UniquenessConstraint - duplicate,ITA,2.0,PROVINCE,NAME
Calabria,ITCAL,ALL#WORLD#EUR#ITA#ITAS,False,,STATE,UniquenessConstraint - duplicate,ITA,2.0,PROVINCE,NAME
Lazio,ITI4,ALL#WORLD#EUR#ITA#ITI,False,,REGION,UniquenessConstraint - duplicate,ITA,2.0,PROVINCE,NAME
Lazio,ITLAZ,ALL#WORLD#EUR#ITA#ITAC,False,,STATE,UniquenessConstraint - duplicate,ITA,2.0,PROVINCE,NAME
Central Hungary,HU1,ALL#WORLD#EUR#HUN,False,,NATIONAL_REGION,UniquenessConstraint - duplicate,HUN,1.0,CAPITAL CITY,NAME
Central Hungary,HUN_CENT,ALL#WORLD#EUR#HUN,False,,NATIONAL_REGION,UniquenessConstraint - duplicate,HUN,1.0,CAPITAL CITY,NAME
Alsace,FRF1,ALL#WORLD#EUR#FRA#FRF,False,,REGION,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Alsace,ALSAC,ALL#WORLD#EUR#FRA#EASTF,False,,STATE,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Bagé,BAGE,ALL#WORLD#SOAME#BRA#BRASO#RIOGS,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Bage,BAGRI,ALL#WORLD#SOAME#BRA#BRASO#RIOGS,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Occitanie,OCCITANIE,ALL#WORLD#EUR#FRA,False,,REGION,UniquenessConstraint - duplicate,FRA,1.0,METROPOLITAN REGION,NAME
Occitanie,FRJ,ALL#WORLD#EUR#FRA,False,,NATIONAL_REGION,UniquenessConstraint - duplicate,FRA,1.0,METROPOLITAN REGION,NAME
Abruzzo,ITF1,ALL#WORLD#EUR#ITA#ITF,False,,REGION,UniquenessConstraint - duplicate,ITA,2.0,PROVINCE,NAME
Abruzzo,ITABR,ALL#WORLD#EUR#ITA#ITAS,False,,STATE,UniquenessConstraint - duplicate,ITA,2.0,PROVINCE,NAME
Languedoc-Roussillon,FRJ1,ALL#WORLD#EUR#FRA#FRJ,False,,REGION,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Languedoc-Roussillon,LANGU,ALL#WORLD#EUR#FRA#MEDIT,False,,STATE,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Maceió,MACERIO,ALL#WORLD#SOAME#BRA#BRACW#ALAGO,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Maceio,MACEI,ALL#WORLD#SOAME#BRA#BRACW#ALAGO,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Istanbul,ISTAN,ALL#WORLD#ASIA#TUR,False,,CITY,UniquenessConstraint - duplicate,TUR,1.0,PROVINCE,NAME
Istanbul,TR1,ALL#WORLD#ASIA#TUR,False,,NATIONAL_REGION,UniquenessConstraint - duplicate,TUR,1.0,PROVINCE,NAME
Vitoria Da Conquista,VITORIA_DA_CONQUISTA,ALL#WORLD#SOAME#BRA#BRACW#BAHIA,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Vitória da Conquista,VICDC,ALL#WORLD#SOAME#BRA#BRACW#BAHIA,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Freiburg,DE13,ALL#WORLD#EUR#DEU#DE1,False,,REGION,UniquenessConstraint - duplicate,DEU,2.0,DISTRICT,NAME
Freiburg,DEU_BADEW_FREIB,ALL#WORLD#EUR#DEU#BADEW,False,,CITY,UniquenessConstraint - duplicate,DEU,2.0,DISTRICT,NAME
Leipzig,DED5,ALL#WORLD#EUR#DEU#DED,False,,REGION,UniquenessConstraint - duplicate,DEU,2.0,DISTRICT,NAME
Leipzig District,LEIPZIGDISTRICT---GER,ALL#WORLD#EUR#DEU#SAXON,False,,TERRITORY,UniquenessConstraint - duplicate,DEU,2.0,DISTRICT,NAME
Eastern Sweden,SE1,ALL#WORLD#EUR#SWE,False,,NATIONAL_REGION,UniquenessConstraint - duplicate,SWE,1.0,COUNTY,NAME
Eastern Sweden,SWE_E,ALL#WORLD#EUR#SWE,False,,NATIONAL_REGION,UniquenessConstraint - duplicate,SWE,1.0,COUNTY,NAME
Primavera Do Leste,PRIMAVERA_DO_LESTE,ALL#WORLD#SOAME#BRA#BRASE#MATOG,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Primavera do Leste,PDLMG,ALL#WORLD#SOAME#BRA#BRASE#MATOG,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Wayne NE,WAYNEBRS,ALL#WORLD#NOAME#USA#NOPLA#NEBRA,False,,CITY,UniquenessConstraint - duplicate,USA,3.0,CITY,NAME
Wayne NE,WAYNE,ALL#WORLD#NOAME#USA#NOPLA#NEBRA,False,,CITY,UniquenessConstraint - duplicate,USA,3.0,CITY,NAME
Formoso Do Araguaia,FORMOSO_DO_ARAGUAIA,ALL#WORLD#SOAME#BRA#BRANO#TOCAN,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Formoso do Araguaia,FORMOSO_ARG,ALL#WORLD#SOAME#BRA#BRANO#TOCAN,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Zhenjiang,ZHENJIANG,ALL#WORLD#ASIA#CHN#JIANG,False,,CITY,UniquenessConstraint - duplicate,CHN,2.0,PREFECTURE-LEVEL DIVISION,NAME
Zhanjiang,ZHANJ,ALL#WORLD#ASIA#CHN#GUANG,False,,CITY,UniquenessConstraint - duplicate,CHN,2.0,PREFECTURE-LEVEL DIVISION,NAME
Sao Gabriel Do Oeste,SAO_GABRIEL_DO_OESTE,ALL#WORLD#SOAME#BRA#BRASE#MATOS,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
São Gabriel do Oeste,SGOMS,ALL#WORLD#SOAME#BRA#BRASE#MATOS,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Molise,ITF2,ALL#WORLD#EUR#ITA#ITF,False,,REGION,UniquenessConstraint - duplicate,ITA,2.0,PROVINCE,NAME
Molise,ITMOL,ALL#WORLD#EUR#ITA#ITAS,False,,STATE,UniquenessConstraint - duplicate,ITA,2.0,PROVINCE,NAME
Salzburg,AUT_WEST_SALZ,ALL#WORLD#EUR#AUT#AUT_WESTOSTE,False,,CITY,UniquenessConstraint - duplicate,AUT,2.0,DISTRICT,NAME
Salzburg,AT32,ALL#WORLD#EUR#AUT#AT3,False,,REGION,UniquenessConstraint - duplicate,AUT,2.0,DISTRICT,NAME
Midi-Pyrénées,FRJ2,ALL#WORLD#EUR#FRA#FRJ,False,,REGION,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Midi-Pyrénées,MIDIP,ALL#WORLD#EUR#FRA#SOUTI,False,,STATE,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Asti,ITC17,ALL#WORLD#EUR#ITA#ITC#ITC1,False,,DEPARTMENT,UniquenessConstraint - duplicate,ITA,3.0,MUNICIPALITY,NAME
Asti,ASTII,ALL#WORLD#EUR#ITA#ITNW#ITPIE,False,,CITY,UniquenessConstraint - duplicate,ITA,3.0,MUNICIPALITY,NAME
Milan,ITC4C,ALL#WORLD#EUR#ITA#ITC#ITC4,False,,DEPARTMENT,UniquenessConstraint - duplicate,ITA,3.0,MUNICIPALITY,NAME
Milan,MILAN,ALL#WORLD#EUR#ITA#ITNW#ITLOM,False,,CITY,UniquenessConstraint - duplicate,ITA,3.0,MUNICIPALITY,NAME
Sumy Oblast,UA12,ALL#WORLD#EUR#UKR#UA1,False,,REGION,UniquenessConstraint - duplicate,UKR,2.0,RAION,NAME
Sumy Oblast,SUMYO,ALL#WORLD#EUR#UKR#NOUKR,False,,STATE,UniquenessConstraint - duplicate,UKR,2.0,RAION,NAME
Brittany,FRH0,ALL#WORLD#EUR#FRA#FRH,False,,REGION,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Brittany,BRITT,ALL#WORLD#EUR#FRA#WESTF,False,,STATE,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Kharkiv Oblast,UA13,ALL#WORLD#EUR#UKR#UA1,False,,REGION,UniquenessConstraint - duplicate,UKR,2.0,RAION,NAME
Kharkiv Oblast,KHARK,ALL#WORLD#EUR#UKR#EASTU,False,,STATE,UniquenessConstraint - duplicate,UKR,2.0,RAION,NAME
Gdansk,PORT_PLGDN,ALL#WORLD#EUR#POL,False,,PORT_TERMINAL,UniquenessConstraint - duplicate,POL,1.0,PORT_TERMINAL,NAME
Gdańsk,PORT_GDA,ALL#WORLD#EUR#POL,False,,PORT_TERMINAL,UniquenessConstraint - duplicate,POL,1.0,PORT_TERMINAL,NAME
Rio Pardo De Minas,RIO_PARDO_DE_MINAS,ALL#WORLD#SOAME#BRA#BRANE#MINAS,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Rio Pardo de Minas,RIO_PARDO_MG,ALL#WORLD#SOAME#BRA#BRANE#MINAS,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Palermo,ITG12,ALL#WORLD#EUR#ITA#ITG#ITG1,False,,DEPARTMENT,UniquenessConstraint - duplicate,ITA,3.0,MUNICIPALITY,NAME
Palermo,PALRMO,ALL#WORLD#EUR#ITA#ITAI#ITSIC,False,,CITY,UniquenessConstraint - duplicate,ITA,3.0,MUNICIPALITY,NAME
Champagne-Ardenne,FRF2,ALL#WORLD#EUR#FRA#FRF,False,,REGION,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Champagne-Ardenne,CHAMP,ALL#WORLD#EUR#FRA#PARIS,False,,STATE,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Odesa Oblast,ODESAO,ALL#WORLD#EUR#UKR#SOUKR,False,,STATE,UniquenessConstraint - duplicate,UKR,2.0,RAION,NAME
Odesa Oblast,UA42,ALL#WORLD#EUR#UKR#UA4,False,,REGION,UniquenessConstraint - duplicate,UKR,2.0,RAION,NAME
Ravenna,ITH57,ALL#WORLD#EUR#ITA#ITH#ITH5,False,,DEPARTMENT,UniquenessConstraint - duplicate,ITA,3.0,MUNICIPALITY,NAME
Ravenna,RAVEN,ALL#WORLD#EUR#ITA#ITNE#ITEMR,False,,CITY,UniquenessConstraint - duplicate,ITA,3.0,MUNICIPALITY,NAME
Venda Nova do Imigrante,VEND_NOV_IMG,ALL#WORLD#SOAME#BRA#BRANE#ESPIR,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Venda Nova Do Imigrante,VENDA_NOVA_DO_IMIGRANTE,ALL#WORLD#SOAME#BRA#BRANE#ESPIR,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Sardinia,ITG2,ALL#WORLD#EUR#ITA#ITG,False,,REGION,UniquenessConstraint - duplicate,ITA,2.0,PROVINCE,NAME
Sardinia,ITSAR,ALL#WORLD#EUR#ITA#ITAI,False,,STATE,UniquenessConstraint - duplicate,ITA,2.0,PROVINCE,NAME
Caracol,CARACOL,ALL#WORLD#SOAME#BRA#BRACW#PIAUI,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Caracol,CARMS,ALL#WORLD#SOAME#BRA#BRASE#MATOS,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Pest,HUN_BUD_PEST,ALL#WORLD#EUR#HUN#BUDAP,False,,CITY,UniquenessConstraint - duplicate,HUN,2.0,DISTRICT,NAME
Pest,HU12,ALL#WORLD#EUR#HUN#HU1,False,,REGION,UniquenessConstraint - duplicate,HUN,2.0,DISTRICT,NAME
Southeastern Anatolia,TRC,ALL#WORLD#ASIA#TUR,False,,NATIONAL_REGION,UniquenessConstraint - duplicate,TUR,1.0,PROVINCE,NAME
Southeastern Anatolia,TUR_ANATOLIA_SE,ALL#WORLD#ASIA#TUR,False,,REGION,UniquenessConstraint - duplicate,TUR,1.0,PROVINCE,NAME
Alessandria,ITC18,ALL#WORLD#EUR#ITA#ITC#ITC1,False,,DEPARTMENT,UniquenessConstraint - duplicate,ITA,3.0,MUNICIPALITY,NAME
Alessandria,ALESS,ALL#WORLD#EUR#ITA#ITNW#ITPIE,False,,CITY,UniquenessConstraint - duplicate,ITA,3.0,MUNICIPALITY,NAME
Guarda-Mor,GUARDA-MOR,ALL#WORLD#SOAME#BRA#BRANE#MINAS,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Guarda Mor,GUARDA,ALL#WORLD#SOAME#BRA#BRANE#MINAS,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Hanover,DE92,ALL#WORLD#EUR#DEU#DE9,False,,REGION,UniquenessConstraint - duplicate,DEU,2.0,DISTRICT,NAME
Hanover,HANOV,ALL#WORLD#EUR#DEU#LOWSA,False,,CITY,UniquenessConstraint - duplicate,DEU,2.0,DISTRICT,NAME
Bologna,ITH55,ALL#WORLD#EUR#ITA#ITH#ITH5,False,,DEPARTMENT,UniquenessConstraint - duplicate,ITA,3.0,MUNICIPALITY,NAME
Bologna,BOLOG,ALL#WORLD#EUR#ITA#ITNE#ITEMR,False,,CITY,UniquenessConstraint - duplicate,ITA,3.0,MUNICIPALITY,NAME
City of Sevastopol,UA45,ALL#WORLD#EUR#UKR#UA4,False,,REGION,UniquenessConstraint - duplicate,UKR,2.0,RAION,NAME
City of Sevastopol,SEVAS,ALL#WORLD#EUR#UKR#SOUKR,False,,STATE,UniquenessConstraint - duplicate,UKR,2.0,RAION,NAME
Stockholm,SE11,ALL#WORLD#EUR#SWE#SE1,False,,REGION,UniquenessConstraint - duplicate,SWE,2.0,MUNICIPALITY,NAME
Stockholm,STOCK,ALL#WORLD#EUR#SWE#STOCO,False,,CITY,UniquenessConstraint - duplicate,SWE,2.0,MUNICIPALITY,NAME
Saxony-Anhalt,DEE,ALL#WORLD#EUR#DEU,False,,NATIONAL_REGION,UniquenessConstraint - duplicate,DEU,1.0,STATE,NAME
Saxony-Anhalt Land,SAXOY,ALL#WORLD#EUR#DEU,False,,STATE,UniquenessConstraint - duplicate,DEU,1.0,STATE,NAME
Belém,PORT_BRNBM,ALL#WORLD#SOAME#BRA,False,,PORT_TERMINAL,UniquenessConstraint - duplicate,BRA,1.0,PORT_TERMINAL,NAME
Belém,PORT_BELEM,ALL#WORLD#SOAME#BRA,False,,PORT_TERMINAL,UniquenessConstraint - duplicate,BRA,1.0,PORT_TERMINAL,NAME
Mykolaiv Oblast,UA41,ALL#WORLD#EUR#UKR#UA4,False,,REGION,UniquenessConstraint - duplicate,UKR,2.0,RAION,NAME
Mykolaiv Oblast,MYKOL,ALL#WORLD#EUR#UKR#SOUKR,False,,STATE,UniquenessConstraint - duplicate,UKR,2.0,RAION,NAME
Sao Mateus Do Sul,SAO_MATEUS_DO_SUL,ALL#WORLD#SOAME#BRA#BRASO#PARAN,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Sao Mateus do Sul,SAOPA,ALL#WORLD#SOAME#BRA#BRASO#PARAN,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
French Guiana,FRY3,ALL#WORLD#EUR#FRA#FRY,False,,REGION,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
French Guiana,GUF,ALL#WORLD#EUR#FRA#OVERS,False,,STATE,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Livorno,ITI16,ALL#WORLD#EUR#ITA#ITI#ITI1,False,,DEPARTMENT,UniquenessConstraint - duplicate,ITA,3.0,MUNICIPALITY,NAME
Livorno,LIVOR,ALL#WORLD#EUR#ITA#ITAC#ITTUS,False,,CITY,UniquenessConstraint - duplicate,ITA,3.0,MUNICIPALITY,NAME
Picardy,FRE2,ALL#WORLD#EUR#FRA#FRE,False,,REGION,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Picardy,PICAR,ALL#WORLD#EUR#FRA#PARIS,False,,STATE,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Colinas Do Tocantins,COLINAS_DO_TOCANTINS,ALL#WORLD#SOAME#BRA#BRANO#TOCAN,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Colinas do Tocantins,COLINAS_TOC,ALL#WORLD#SOAME#BRA#BRANO#TOCAN,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Limousin,FRI2,ALL#WORLD#EUR#FRA#FRI,False,,REGION,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Limousin,LIMOU,ALL#WORLD#EUR#FRA#SOUTI,False,,STATE,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Auvergne,FRK1,ALL#WORLD#EUR#FRA#FRK,False,,REGION,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Auvergne,AUVER,ALL#WORLD#EUR#FRA#CENTF,False,,STATE,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
RIGA,RIGA,ALL#WORLD#EUR#LVA,False,,CITY,UniquenessConstraint - duplicate,LVA,1.0,STATE CITY,NAME
Riga,RIGAL,ALL#WORLD#EUR#LVA,False,,CITY,UniquenessConstraint - duplicate,LVA,1.0,STATE CITY,NAME
Marche,ITI3,ALL#WORLD#EUR#ITA#ITI,False,,REGION,UniquenessConstraint - duplicate,ITA,2.0,PROVINCE,NAME
Marche,ITMAR,ALL#WORLD#EUR#ITA#ITAC,False,,STATE,UniquenessConstraint - duplicate,ITA,2.0,PROVINCE,NAME
Brussels-Capital Region,BE1,ALL#WORLD#EUR#BEL,False,,NATIONAL_REGION,UniquenessConstraint - duplicate,BEL,1.0,REGION,NAME
Brussels Capital Region,BRUSC,ALL#WORLD#EUR#BEL,False,,NATIONAL_REGION,UniquenessConstraint - duplicate,BEL,1.0,REGION,NAME
Lower Normandy,FRD1,ALL#WORLD#EUR#FRA#FRD,False,,REGION,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Lower Normandy,LOWER,ALL#WORLD#EUR#FRA#PARIS,False,,STATE,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Anápolis,ANAPOLI,ALL#WORLD#SOAME#BRA#GOIAS,False,,CITY,UniquenessConstraint - duplicate,BRA,2.0,MUNICIPALITY,NAME
Anapolis,ANAGO,ALL#WORLD#SOAME#BRA#GOIAS,False,,CITY,UniquenessConstraint - duplicate,BRA,2.0,MUNICIPALITY,NAME
Tangará da Serra,TANGARA,ALL#WORLD#SOAME#BRA#BRASE#MATOG,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Tangara Da Serra,TANGARA_DA_SERRA,ALL#WORLD#SOAME#BRA#BRASE#MATOG,False,,CITY,UniquenessConstraint - duplicate,BRA,3.0,CITY,NAME
Sicily,ITG1,ALL#WORLD#EUR#ITA#ITG,False,,REGION,UniquenessConstraint - duplicate,ITA,2.0,PROVINCE,NAME
Sicily,ITSIC,ALL#WORLD#EUR#ITA#ITAI,False,,STATE,UniquenessConstraint - duplicate,ITA,2.0,PROVINCE,NAME
Forlì-Cesena,ITH58,ALL#WORLD#EUR#ITA#ITH#ITH5,False,,DEPARTMENT,UniquenessConstraint - duplicate,ITA,3.0,MUNICIPALITY,NAME
Forli Cesena,ITFOR,ALL#WORLD#EUR#ITA#ITNE#ITEMR,False,,TERRITORY,UniquenessConstraint - duplicate,ITA,3.0,MUNICIPALITY,NAME
Réunion,FRY4,ALL#WORLD#EUR#FRA#FRY,False,,REGION,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Reunion,REU,ALL#WORLD#EUR#FRA#OVERS,False,,STATE,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Würzburg,WRZBURG---GER,ALL#WORLD#EUR#DEU#BAVAR,False,,TERRITORY,UniquenessConstraint - duplicate,DEU,2.0,DISTRICT,NAME
Würzburg,WURZB,ALL#WORLD#EUR#DEU#BAVAR,False,,CITY,UniquenessConstraint - duplicate,DEU,2.0,DISTRICT,NAME
Campania,ITF3,ALL#WORLD#EUR#ITA#ITF,False,,REGION,UniquenessConstraint - duplicate,ITA,2.0,PROVINCE,NAME
Campania,ITCAM,ALL#WORLD#EUR#ITA#ITAS,False,,STATE,UniquenessConstraint - duplicate,ITA,2.0,PROVINCE,NAME
Caiapônia,CAIA,ALL#WORLD#SOAME#BRA#GOIAS,False,,CITY,UniquenessConstraint - duplicate,BRA,2.0,MUNICIPALITY,NAME
Caiaponia,CAIGO,ALL#WORLD#SOAME#BRA#GOIAS,False,,CITY,UniquenessConstraint - duplicate,BRA,2.0,MUNICIPALITY,NAME
Île-de-France,FR1,ALL#WORLD#EUR#FRA,False,,NATIONAL_REGION,UniquenessConstraint - duplicate,FRA,1.0,METROPOLITAN REGION,NAME
Ile-De-France,ILEDE,ALL#WORLD#EUR#FRA,False,,NATIONAL_REGION,UniquenessConstraint - duplicate,FRA,1.0,METROPOLITAN REGION,NAME
Rhône-Alpes,FRK2,ALL#WORLD#EUR#FRA#FRK,False,,REGION,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Rhône-Alpes,RHNEA,ALL#WORLD#EUR#FRA#CENTF,False,,STATE,UniquenessConstraint - duplicate,FRA,2.0,DEPARTMENT,NAME
Veneto,ITH3,ALL#WORLD#EUR#ITA#ITH,False,,REGION,UniquenessConstraint - duplicate,ITA,2.0,PROVINCE,NAME
Veneto,ITVEN,ALL#WORLD#EUR#ITA#ITNE,False,,STATE,UniquenessConstraint - duplicate,ITA,2.0,PROVINCE,NAME
Friuli Venezia Giulia,ITH4,ALL#WORLD#EUR#ITA#ITH,False,,REGION,UniquenessConstraint - duplicate,ITA,2.0,PROVINCE,NAME
Friuli-Venezia Giulia,ITFRI,ALL#WORLD#EUR#ITA#ITNE,False,,STATE,UniquenessConstraint - duplicate,ITA,2.0,PROVINCE,NAME
Cologne,DEA2,ALL#WORLD#EUR#DEU#DEA,False,,REGION,UniquenessConstraint - duplicate,DEU,2.0,DISTRICT,NAME
Cologne,COLOG,ALL#WORLD#EUR#DEU#NRHWE,False,,CITY,UniquenessConstraint - duplicate,DEU,2.0,DISTRICT,NAME
Basilicata,ITBAS,ALL#WORLD#EUR#ITA#ITAS,False,,STATE,UniquenessConstraint - duplicate,ITA,2.0,PROVINCE,NAME
